TARGET	DOMAIN	STATUS	SCORE	MATCHED_SEED	MATCHED_REDIRECT_HOST	IP	SCHEME	HTTP_STATUS	REDIRECT_HOST	TITLE_SIMILARITY	CONTENT_SIMILARITY	SSL_ISSUER	SERVER_BANNER	NOTE
Zoom	qoom.us	LOW_MATCH	1	zoom.us	www.zoom.com	85.13.167.238	https	200	www.fruits.co	0.13	0.01	Unknown	Google Frontend	redirects to www.fruits.co
Zoom	zoo.us	LOW_MATCH	1	zoom.us	www.zoom.com	64.190.63.222	https	200	zoo.us	0.21	0.01	Unknown	Parking/1.0	
Zoom	zoorn.us	LOW_MATCH	1	zoom.us	www.zoom.com	54.169.102.222	https	200	zoorn.us	0.23	0.01	Unknown	Server	
eBay	e3bay.com	LOW_MATCH	1	ebay.com	www.ebay.com	45.77.75.133,207.246.78.75,45.77.92.157	https	200	aebay.com	0.22	0.01	Unknown	Cowboy	redirects to aebay.com
eBay	eba6.com	LOW_MATCH	1	ebay.com	www.ebay.com	23.92.212.228	https	200	eba6.com	0.22	0.01	Unknown	Cowboy	
eBay	ebasy.com	LOW_MATCH	1	ebay.com	www.ebay.com	15.197.225.128,3.33.251.168	https	200	www.linkcounter.com	0.20	0.01	Unknown	Hidden	server banner unavailable; redirects to www.linkcounter.com
eBay	ebaye.com	LOW_MATCH	1	ebay.com	www.ebay.com	207.246.78.75,45.77.75.133,45.77.92.157	https	200	ebayl.com	0.22	0.01	Unknown	Cowboy	redirects to ebayl.com
eBay	ebayj.com	LOW_MATCH	1	ebay.com	www.ebay.com	64.120.31.120	https	200	ebayj.com	0.22	0.01	Unknown	Cowboy	
eBay	ebayl.com	LOW_MATCH	1	ebay.com	www.ebay.com	23.92.212.230	https	200	ebayl.com	0.22	0.01	Unknown	Cowboy	
eBay	ebaym.com	LOW_MATCH	1	ebay.com	www.ebay.com	45.77.75.133,207.246.78.75,45.77.92.157	https	200	aebay.com	0.22	0.01	Unknown	Cowboy	redirects to aebay.com
eBay	ebayr.com	LOW_MATCH	1	ebay.com	www.ebay.com	172.67.201.223,104.21.93.10,2606:4700:3037::6815:5d0a,2606:4700:3034::ac43:c9df	https	200	www.ebayr.com	0.04	0.01	Unknown	cloudflare	redirects to www.ebayr.com
eBay	ebazy.com	LOW_MATCH	1	ebay.com	www.ebay.com	66.45.246.141	https	200	ebazy.com	0.19	0.01	Unknown	nginx/1.19.5	
eBay	ebbay.com	LOW_MATCH	1	ebay.com	www.ebay.com	64.31.3.237	https	200	ebbay.com	0.22	0.01	Unknown	Cowboy	
eBay	ebgay.com	LOW_MATCH	1	ebay.com	www.ebay.com	45.77.92.157,45.77.75.133,207.246.78.75	https	200	aebay.com	0.22	0.01	Unknown	Cowboy	redirects to aebay.com
eBay	eboy.com	LOW_MATCH	1	ebay.com	www.ebay.com	23.227.38.65	https	200	www.eboy.com	0.29	0.01	Unknown	cloudflare	redirects to www.eboy.com
eBay	ebvay.com	LOW_MATCH	1	ebay.com	www.ebay.com	15.197.225.128,3.33.251.168	https	200	www.linkcounter.com	0.20	0.01	Unknown	Hidden	server banner unavailable; redirects to www.linkcounter.com
eBay	ebway.com	LOW_MATCH	1	ebay.com	www.ebay.com	35.185.112.236	https	200	www.ebway.com	0.29	0.01	Unknown	nginx	redirects to www.ebway.com
eBay	enay.com	LOW_MATCH	1	ebay.com	www.ebay.com	23.92.212.228	https	200	enay.com	0.22	0.01	Unknown	Cowboy	
eBay	ewbay.com	LOW_MATCH	1	ebay.com	www.ebay.com	45.77.92.157,207.246.78.75,45.77.75.133	https	200	aebay.com	0.22	0.01	Unknown	Cowboy	redirects to aebay.com
eBay	mbay.com	LOW_MATCH	1	ebay.com	www.ebay.com	63.249.102.131	https	200	www.cruzio.com	0.13	0.01	Unknown	Apache	redirects to www.cruzio.com
eBay	rebay.com	LOW_MATCH	1	ebay.com	www.ebay.com	54.148.233.179,184.34.189.72,2600:1f14:ea2:fa01:43db:51df:c9bb:87e3,2600:1f14:ea2:fa00:a108:1e54:63b2:6ef4	https	200	venture.com	0.33	0.01	Unknown	nginx + Phusion Passenger(R) 6.2.0	redirects to venture.com
eBay	wbay.com	LOW_MATCH	1	ebay.com	www.ebay.com	35.71.141.33,52.223.37.229	https	200	www.wbay.com	0.10	0.01	Unknown	openresty	redirects to www.wbay.com
Adobe	aacrobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	aacrobat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	accrobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	accrobat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	acrabat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	acrabat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	acroba.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	acroba.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	acrobaat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	acrobaat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	acrobar.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	acrobar.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	acrobate.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	acrobate.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adboe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	15.197.204.56,3.33.243.145	https	200	adboe.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adebe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	172.98.192.43	https	200	dwinnow.com	0.00	0.00	Unknown	Angie	server banner unavailable; redirects to dwinnow.com
Adobe	adoba.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	adoba.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adobd.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	15.197.204.56,3.33.243.145	https	200	adobd.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adobea.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	adobea.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adoeb.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	adoeb.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adofe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	192.99.207.157	https	200	adofe.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	adrobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	144.76.59.138	https	200	adrobe.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	afobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	103.224.182.252	https	200	afobe.com	0.00	0.00	Unknown	Apache	server banner unavailable; page title unavailable; visible text unavailable
Adobe	agrobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	15.197.204.56,3.33.243.145	https	200	agrobat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	alobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	alobe.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	arobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	arobat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	axobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	axobe.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	ecrobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	13.248.169.48,76.223.54.146	https	200	ecrobat.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Adobe	wdobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	76.223.54.146,13.248.169.48	https	200	wdobe.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	a-azon.com	LOW_MATCH	1	amazon.com	www.amazon.com	161.35.246.210	https	200	a-azon.com	0.00	0.00	Unknown	Burp Collaborator https://burpcollaborator.net/	page title unavailable
Amazon	aazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	170.9.240.198	https	200	aazon.com	0.00	0.00	Unknown	nginx	
Amazon	aeazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	172.67.210.153,104.21.77.171,2606:4700:3036::6815:4dab,2606:4700:3036::ac43:d299	https	200	aeazon.com	0.00	0.00	Unknown	cloudflare	
Amazon	almazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.250	https	200	www.above.com	0.00	0.00	Unknown	Apache	redirects to www.above.com
Amazon	am.azon.com	LOW_MATCH	1	amazon.com	www.amazon.com	142.44.215.191	https	200	am.azon.com	0.00	0.00	Unknown	Apache	
Amazon	amagon.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.246	https	502	ww38.amagon.com	0.00	0.00	Unknown	nginx	redirects to ww38.amagon.com
Amazon	amagzon.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.253	https	200	ww38.amagzon.com	0.00	0.00	Unknown	Caddy	redirects to ww38.amagzon.com
Amazon	amaron.com	LOW_MATCH	1	amazon.com	www.amazon.com	13.248.139.224,76.223.13.115	https	200	www.amaron.com	0.00	0.00	Unknown	nginx	redirects to www.amaron.com
Amazon	amaz.on.com	LOW_MATCH	1	amazon.com	www.amazon.com	172.64.147.241,104.18.40.15,2606:4700:4404::ac40:93f1,2606:4700:4409::6812:280f	https	404	amaz.on.com	0.00	0.00	Unknown	cloudflare	page title unavailable
Amazon	amazan.com	LOW_MATCH	1	amazon.com	www.amazon.com	172.239.193.161,172.234.27.71,172.234.27.37	https	200	amazan.com	0.00	0.00	Unknown	openresty	
Amazon	amazen.com	LOW_MATCH	1	amazon.com	www.amazon.com	157.90.33.73,157.90.33.74	https	200	amazen.com	0.00	0.00	Unknown	Angie	page title unavailable
Amazon	amazeon.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.54.146,13.248.169.48	https	200	amazeon.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	amazon7.com	LOW_MATCH	1	amazon.com	www.amazon.com	69.162.80.55	https	200	get.gosecuredweb.com	0.00	0.00	Unknown	cloudflare	redirects to get.gosecuredweb.com
Amazon	amazona.com	LOW_MATCH	1	amazon.com	www.amazon.com	23.92.212.229	https	200	buzz.huntaprice.com	0.00	0.00	Unknown	cloudflare	redirects to buzz.huntaprice.com
Amazon	amazons.com	LOW_MATCH	1	amazon.com	www.amazon.com	52.89.232.223,100.22.240.43	https	200	www.woa.tv	0.00	0.00	Unknown	Apache/2.4.57 () PHP/5.4.16	redirects to www.woa.tv
Amazon	amazoo.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.54.146,13.248.169.48	https	200	amazoo.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	amazor.com	LOW_MATCH	1	amazon.com	www.amazon.com	13.248.169.48,76.223.54.146	https	200	amazor.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	amazqon.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.239	https	200	yfdabv11.com	0.00	0.00	Unknown	nginx/1.28.0	redirects to yfdabv11.com; page title unavailable
Amazon	amazson.com	LOW_MATCH	1	amazon.com	www.amazon.com	45.33.83.100,45.79.167.180,96.126.111.165,66.175.209.179,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:feed:4d4f	https	200	amazson.com	0.00	0.00	Unknown	openresty/1.29.2.5	
Amazon	amazun.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.54.146,13.248.169.48	https	200	amazun.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	apmazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.243	https	200	ww16.apmazon.com	0.00	0.00	Unknown	Parking/1.0	redirects to ww16.apmazon.com
Amazon	arazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	71.166.49.108	https	200	arazon.com	0.00	0.00	Unknown	Apache/2.4.68 (Unix) OpenSSL/3.5.5	
Amazon	arrazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	213.186.33.2	https	404	arrazon.com	0.00	0.00	Unknown	Apache	
Amazon	cmazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.251	https	200	ww16.cmazon.com	0.00	0.00	Unknown	Parking/1.0	redirects to ww16.cmazon.com
Amazon	mazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	104.18.37.69,172.64.150.187,2606:4700:4403::ac40:96bb,2606:4700:440d::6812:2545	https	200	mazon.com	0.00	0.00	Unknown	cloudflare	
Amazon	omazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.54.146,13.248.169.48	https	200	omazon.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	samazon.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.105.230,13.248.243.5	https	200	samazon.com	0.00	0.00	Unknown	DPS/2.0.0+sha-9ac0622	
Amazon	xn--amaon-7hb.com	LOW_MATCH	1	amazon.com	www.amazon.com	103.224.182.253	https	200	ww17.xn--amaon-7hb.com	0.00	0.00	Unknown	nginx/1.28.0	redirects to ww17.xn--amaon-7hb.com; page title unavailable
Amazon	xn--amaon-kib.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.105.230,13.248.243.5	https	200	xn--amaon-kib.com	0.00	0.00	Unknown	DPS/2.0.0+sha-9ac0622	
Amazon	xn--amazn-p29a.com	LOW_MATCH	1	amazon.com	www.amazon.com	89.58.37.177,2a03:4000:65:29:1:5ee:bad:c0de	https	200	xn--amazn-p29a.com	0.00	0.00	Unknown	Apache/2.4.62 (AlmaLinux) OpenSSL/3.5.5	page title unavailable; visible text unavailable
Amazon	xn--amzon-gwa.com	LOW_MATCH	1	amazon.com	www.amazon.com	13.248.169.48,76.223.54.146	https	200	xn--amzon-gwa.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Amazon	xn--mazon-2qa.com	LOW_MATCH	1	amazon.com	www.amazon.com	76.223.54.146,13.248.169.48	https	200	xn--mazon-2qa.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	alple.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	alple.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	apple3.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.98.192.99	https	200	11165151.azrflare.net	0.00	0.00	Unknown	Jetty(9.4.z-SNAPSHOT)	redirects to 11165151.azrflare.net; page title unavailable; visible text unavailable
Apple	apple4.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	apple4.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	apple8.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	apple8.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	appleb.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.67.189,13.248.213.45	https	200	appleb.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applee.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	applee.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applef.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	applef.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applel.com	LOW_MATCH	1	icloud.com	www.icloud.com	144.76.59.138	https	200	applel.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applen.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	applen.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	appleq.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	appleq.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	appler.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	appler.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applez.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	applez.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applo.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	applo.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applr.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	applr.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	appls.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	appls.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	applz.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	applz.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	appole.com	LOW_MATCH	1	icloud.com	www.icloud.com	144.76.59.138	https	200	appole.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	aspple.com	LOW_MATCH	1	icloud.com	www.icloud.com	199.193.114.103	https	200	11165151.azrflare.net	0.00	0.00	Unknown	Jetty(9.4.z-SNAPSHOT)	redirects to 11165151.azrflare.net; page title unavailable; visible text unavailable
Apple	i8cloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	i8cloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	iccloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	iccloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icl0ud.com	LOW_MATCH	1	icloud.com	www.icloud.com	64.31.3.234	https	200	dwinnow.com	0.00	0.00	Unknown	Angie	redirects to dwinnow.com
Apple	icloud2.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	icloud2.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloud3.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	icloud3.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloud8.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	icloud8.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloudcom.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	icloudcom.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloudg.com	LOW_MATCH	1	icloud.com	www.icloud.com	15.197.204.56,3.33.243.145	https	200	icloudg.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloudh.com	LOW_MATCH	1	icloud.com	www.icloud.com	15.197.204.56,3.33.243.145	https	200	icloudh.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloudi.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	icloudi.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloudl.com	LOW_MATCH	1	icloud.com	www.icloud.com	212.32.254.36	https	200	dwinnow.com	0.00	0.00	Unknown	Angie	redirects to dwinnow.com
Apple	icloudr.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	icloudr.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icloudz.com	LOW_MATCH	1	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	https	200	icloudz.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	iclpud.com	LOW_MATCH	1	icloud.com	www.icloud.com	15.197.204.56,3.33.243.145	https	200	iclpud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	icvloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	15.197.204.56,3.33.243.145	https	200	icvloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	ikcloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	ikcloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	isloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	isloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	ocloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	15.197.204.56	https	200	ocloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	oicloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	oicloud.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	paple.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	paple.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
Apple	pple.com	LOW_MATCH	1	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	https	200	pple.com	0.00	0.00	Unknown	Hidden	server banner unavailable; page title unavailable; visible text unavailable
