TARGET	DOMAIN	STATUS	SCORE	MATCHED_SEED	MATCHED_REDIRECT_HOST	IP	SCHEME	HTTP_STATUS	REDIRECT_HOST	TITLE_SIMILARITY	CONTENT_SIMILARITY	SSL_ISSUER	SERVER_BANNER	NOTE
Amazon	amaaon.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	104.247.81.99	https	200	amaaon.com	0.00	0.00	N/A	Caddy	certificate issuer unavailable
Amazon	amajon.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Amazon	amason.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	185.53.179.7	https	200	amason.com	0.00	0.00	N/A	Caddy	certificate issuer unavailable
Amazon	amaton.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Amazon	amatzon.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amauzon.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amaxon.com	OFFLINE	0	amazon.com	www.amazon.com	207.171.166.22,72.21.206.80	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='amaxon.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='amaxon.com', port=443) at 0x7b93f9755a90>, 'Connection to amaxon.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='amaxon.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HT...
Amazon	amaz2on.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amaz9n.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amazeson.com	OFFLINE	0	amazon.com	www.amazon.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='amazeson.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='amazeson.com', port=443) at 0x7b93f9756fd0>, 'Connection to amazeson.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='amazeson.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutE...
Amazon	amazgn.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Amazon	amazin.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Amazon	amazo.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amazof.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amazon9.com	OFFLINE	0	amazon.com	www.amazon.com	139.129.182.250	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='amazon9.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='amazon9.com', port=443) at 0x7b93f9618410>, 'Connection to amazon9.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='amazon9.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError...
Amazon	amazpn.com	OFFLINE	0	amazon.com	www.amazon.com	72.21.206.80,207.171.166.22	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='amazpn.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='amazpn.com', port=443) at 0x7b93f961afd0>, 'Connection to amazpn.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='amazpn.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HT...
Amazon	amszon.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	amwzon.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	anazor.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	54.243.117.197,13.223.25.84,2600:1f18:4ae:c605:dd5d:b838:5816:d7fb,2600:1f18:4ae:c606:78d4:4260:db4e:aeee	http	200	www.hugedomains.com	0.00	0.00	N/A	cloudflare	certificate issuer unavailable; redirects to www.hugedomains.com; served over http instead of https
Amazon	annazom.com	OFFLINE	0	amazon.com	www.amazon.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='annazom.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='annazom.com', port=443) at 0x7b93f96191d0>, 'Connection to annazom.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='annazom.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError...
Amazon	arnaz0n.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	162.255.119.65	http	200	www.arnaz0n.com	0.00	0.00	N/A	nginx/1.28.3 (Ubuntu)	certificate issuer unavailable; redirects to www.arnaz0n.com; served over http instead of https; page title unavailable
Amazon	arnazom.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	imazon.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	199.192.23.233	http	200	imazon.com	0.00	0.00	N/A	Apache	certificate issuer unavailable; served over http instead of https
Amazon	umazon.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--aazon-2k1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--aazon-919a.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--aazon-fl1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Amazon	xn--aazon-qk1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amaon-6y1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amaon-isb.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amaon-vuc.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Amazon	xn--amaon-wc9c.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amaon-x59a.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amaz-ogb6015b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Amazon	xn--amazn-3ta.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-581b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Amazon	xn--amazn-9dc.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-9ta.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	185.53.179.128	https	200	xn--amazn-9ta.com	0.00	0.00	N/A	Caddy	certificate issuer unavailable
Amazon	xn--amazn-gua.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-i91b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-j9a.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-mua.com	OFFLINE	0	amazon.com	www.amazon.com	103.42.214.194	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--amazn-mua.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--amazn-mua.com', port=443) at 0x7b93f9755590>, 'Connection to xn--amazn-mua.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--amazn-mua.com', port=80): Max retries exceeded with url: / (Cause...
Amazon	xn--amazn-v9a.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	185.53.179.136	https	200	xn--amazn-v9a.com	0.00	0.00	N/A	Caddy	certificate issuer unavailable
Amazon	xn--amazn-xob.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-xta.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazn-yua.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-07a.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-13b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-7l1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-8q3s.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-d8a.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-km1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Amazon	xn--amazo-p8a.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amazo-sta.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Amazon	xn--amazo-vl1b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amz0n-sqa.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	91.195.240.94	http	200	xn--amz0n-sqa.com	0.00	0.00	N/A	Parking/1.0	certificate issuer unavailable; served over http instead of https
Amazon	xn--amzn-6na3i.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	185.53.179.128	https	200	xn--amzn-6na3i.com	0.00	0.00	N/A	Caddy	certificate issuer unavailable
Amazon	xn--amzn-6na7h.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-1jc.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-4qa.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-4wa.com	OFFLINE	0	amazon.com	www.amazon.com	128.2.221.16	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--amzon-4wa.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--amzon-4wa.com', port=443) at 0x7b93f9619950>, 'Connection to xn--amzon-4wa.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--amzon-4wa.com', port=80): Max retries exceeded with url: / (Cause...
Amazon	xn--amzon-bra.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-k11b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-lwb.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-nra.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-sqa.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-swa.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-ucc.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--amzon-yqa.com	OFFLINE	0	amazon.com	www.amazon.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--amzon-yqa.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--amzon-yqa.com', port=443) at 0x7b93f9618550>, 'Connection to xn--amzon-yqa.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--amzon-yqa.com', port=80): Max retries exceeded with url: / (Cause...
Amazon	xn--mazon-2wa.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-8qa.com	OFFLINE	0	amazon.com	www.amazon.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='xn--mazon-8qa.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='xn--mazon-8qa.com', port=443) at 0x7b93f961b750>, 'Connection to xn--mazon-8qa.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='xn--mazon-8qa.com', port=80): Max retries exceeded with url: / (Cause...
Amazon	xn--mazon-ewa.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-fra.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-i11b.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-jwb.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-lra.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-qqa.com	OFFLINE	0	amazon.com	www.amazon.com	216.245.213.73	N/A	N/A	N/A	0.00	0.00	N/A	N/A	"https probe failed: HTTPSConnectionPool(host='xn--mazon-qqa.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='xn--mazon-qqa.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"")); http probe failed: HTTPConnectionPool(host='xn--mazon-qqa.com', port=80): Max retries exceeded with url: / (Caused by NewConnectio..."
Amazon	xn--mazon-qwa.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Amazon	xn--mazon-scc.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mazon-wqa.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	207.207.210.229,207.207.210.107	http	200	xn--mazon-wqa.com	0.00	0.00	N/A	openresty	certificate issuer unavailable; served over http instead of https
Amazon	xn--mazon-zjc.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mzon-4nab.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mzon-foab.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mzon-koab.com	INCONCLUSIVE	0	amazon.com	www.amazon.com	81.169.145.143,2a01:238:20a:202:1143::	http	200	x.com	0.00	0.00	N/A	cloudflare envoy	certificate issuer unavailable; redirects to x.com; served over http instead of https
Amazon	xn--mzon-p5bb.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Amazon	xn--mzon-znab.com	OFFLINE	0	amazon.com	www.amazon.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	1c1oud.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Apple	1cioud.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Apple	1pple.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	2pple.com	OFFLINE	0	icloud.com	www.icloud.com	3.33.130.190,15.197.148.33	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='2pple.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='2pple.com', port=443) at 0x7b93f9756490>, 'Connection to 2pple.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='2pple.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPCo...
Apple	8cloud.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	8icloud.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	9icloud.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	a-pple.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	a0ple.com	OFFLINE	0	icloud.com	www.icloud.com	127.0.0.1	N/A	N/A	N/A	0.00	0.00	N/A	N/A	"https probe failed: HTTPSConnectionPool(host='a0ple.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='a0ple.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"")); http probe failed: HTTPConnectionPool(host='a0ple.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(h..."
Apple	acloud.com	OFFLINE	0	icloud.com	www.icloud.com	183.136.220.61	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='acloud.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='acloud.com', port=443) at 0x7b93f9757250>, 'Connection to acloud.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='acloud.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HT...
Apple	ample.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Apple	ap-ple.com	INCONCLUSIVE	0	icloud.com	www.icloud.com	104.247.81.99	https	200	ap-ple.com	0.00	0.00	N/A	Caddy	certificate issuer unavailable; page title unavailable; visible text unavailable
Apple	ap.ple.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	ap0le.com	OFFLINE	0	icloud.com	www.icloud.com	127.0.0.1	N/A	N/A	N/A	0.00	0.00	N/A	N/A	"https probe failed: HTTPSConnectionPool(host='ap0le.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPSConnection(host='ap0le.com', port=443): Failed to establish a new connection: [Errno 111] Connection refused"")); http probe failed: HTTPConnectionPool(host='ap0le.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError(""HTTPConnection(h..."
Apple	ap0ple.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	aplle.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Apple	apmple.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	apople.com	INCONCLUSIVE	0	icloud.com	www.icloud.com	13.248.169.48,76.223.54.146	http	200	apople.com	0.00	0.00	N/A	Hidden	server banner unavailable; certificate issuer unavailable; served over http instead of https; page title unavailable; visible text unavailable
Apple	app-le.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Apple	app.le.com	OFFLINE	0	icloud.com	www.icloud.com	42.81.254.79	N/A	N/A	N/A	0.00	0.00	N/A	N/A	https probe failed: HTTPSConnectionPool(host='app.le.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='app.le.com', port=443) at 0x7b93f9757250>, 'Connection to app.le.com timed out. (connect timeout=3.0)')); http probe failed: HTTPConnectionPool(host='app.le.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HT...
Apple	app1e.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	appde.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	appl4.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -2] Name or service not known
Apple	appld.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -3] Temporary failure in name resolution
Apple	apple2.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	apple5.com	INCONCLUSIVE	0	icloud.com	www.icloud.com	219.85.73.66	http	200	apple5.com	0.00	0.00	N/A	Apache	certificate issuer unavailable; served over http instead of https
Apple	apple6.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	applea.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	appleh.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	applei.com	OFFLINE	0	icloud.com	www.icloud.com	N/A	N/A	N/A	N/A	0.00	0.00	N/A	N/A	DNS resolution failed: [Errno -5] No address associated with hostname
Apple	applej.com	INCONCLUSIVE	0	icloud.com	www.icloud.com	76.223.54.146,13.248.169.48	http	200	applej.com	0.00	0.00	N/A	Hidden	server banner unavailable; certificate issuer unavailable; served over http instead of https; page title unavailable; visible text unavailable
